Variable,Indicador,Fuente,Tipo_Unidad_Medida,Unidad_medida,Capítulo (Red Cómo Vamos),Anillo,Capitulo (Bogotá),Entidad responsable,Metodo de recolección ,Descripción del indicador ,Observaciones
09-m-031,Infracciones a peatones,Policía Metropolitana,Número,Infracciones,9. Movilidad,Hábitat Urbano,11. Movilidad,MEBOG,Registro Administrativo,"Mide el número de comparendos por infracción peatonal: Invadir la zona destinada al tránsito de vehículos, transitar en ésta en patines, monopatines, patinetas o similares. Llevar, sin las debidas precauciones, elementos que puedan obstaculizar o afectar el tránsito Cruzar por sitios no permitidos o transitar sobre el guardavías del ferrocarril. Colocarse delante o detrás de un vehículo que tenga el motor encendido. Remolcarse de vehículos en movimiento. Actuar de manera que ponga en peligro su integridad física. Cruzar la vía atravesando el tráfico vehicular en lugares en donde existen pasos peatonales. Ocupar la zona de seguridad y protección de la vía férrea, la cual se establece a una distancia no menor de 12 metros a lado y lado del eje de la vía férrea. Subirse o bajarse de los vehículos, estando éstos en movimiento, cualquiera que sea la operación o maniobra que estén realizando. Transitar por los túneles, puentes y viaductos de las vías férreas. En relación con el sttmp, éstos no deben ocupar la zona de seguridad y corredores de tránsito de los vehículos del sttmp, fuera de los lugares expresamente autorizados y habilitados para ello. Dentro del perímetro urbano, el cruce debe hacerse solo por las zonas autorizadas, como los puentes peatonales, los pasos peatonales y las bocacalles. El pasajero que sea sorprendido fumando en un vehículo de servicio público, será obligado a abandonar el automotor y deberá asistir a un curso de seguridad vial. Los peatones y ciclistas que no cumplan con las disposiciones de este código, serán amonestadas por la autoridad de tránsito competente y deberá asistir a un curso formativo dictado por las autoridades de tránsito.",.
09-m-032,Infracciones a vehiculos automotores,Policía Metropolitana,Número,Infracciones,9. Movilidad,Hábitat Urbano,11. Movilidad,MEBOG,Registro Administrativo,Mide el número de comparendos por infracción vehicular,.
09-m-033,Comparendos por infracción tecnico mecanica,Policía Metropolitana,Número,Comparendos,9. Movilidad,Hábitat Urbano,11. Movilidad,MEBOG,Registro Administrativo,"Mide el número de comparendos por infracción tecnico mecanica. No realizar la revisión técnico-mecánica en el plazo legal establecido o cuando el vehículo no se encuentre en adecuadas condiciones técnico-mecánicas o de emisiones contaminantes, aún cuando porte los certificados correspondientes. Además el vehículo será inmovilizado.",.
09-m-034,Comparendos por infracción operativos emisiones,Secretaría de Movilidad,Número,Comparendos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de comparendos por infracción (vehiculos rechazados por emisiones),.
09-m-035,Tiempo promedio de desplazamiento de las personas en la ciudad (minutos),Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,"La SDM realiza anualmente un sondea de percepción de tiempo de desplazamiento de las personas en la ciudad. El sondeo se realiza en 60 sectores distribuidos en las 19 localidades de la ciudad, con un tamaño de muestra de 7.600 encuestas.   ",.
09-m-036,Tiempo total de viaje TPC,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en TPC,.
09-m-037,Tiempo total de viaje Transmilenio,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en  Transmilenio,.
09-m-038,Tiempo total de viaje SITP,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en  SITP,.
09-m-039,Tiempo total de viaje Alimentadores,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en Alimentadores,.
09-m-040,Tiempo total de viaje Taxi,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en Taxi,.
09-m-041,Tiempo total de viaje Moto,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en  Moto,.
09-m-042,Tiempo total de viaje Particular,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en vehiculo Particular,.
09-m-043,Tiempo total de viaje Bicicleta,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en Bicicleta,.
09-m-044,Tiempo total de viaje A pie,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje a pie,.
09-m-045,Estado de la malla vial bueno,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en buen estado sobre el total Kilómetros Carril,.
09-m-046,Estado de la malla vial malo,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en mal estado sobre el  Total Kilómetros Carril,.
09-m-047,Estado de la malla vial regular,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en regular estado sobre el  Total Kilómetros Carril,.
09-m-048,Estado de la malla vial ARTERIAL bueno,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en buen estado sobre el total Kilómetros Carril,.
09-m-049,Estado de la malla vial ARTERIAL regular,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en regular estado sobre el total Kilómetros Carril,.
09-m-050,Estado de la malla vial ARTERIAL malo,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en mal estado sobre el total Kilómetros Carril,.
09-m-051,Estado de la malla vial INTERMEDIA bueno,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en buen estado sobre el total Kilómetros Carril,.
09-m-052,Estado de la malla vial INTERMEDIA regular,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en regular estado sobre el total Kilómetros Carril,.
09-m-053,Estado de la malla vial INTERMEDIA malo,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en mal estado sobre el total Kilómetros Carril,.
09-m-054,Estado de la malla vial LOCAL bueno,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en buen estado sobre el total Kilómetros Carril,.
09-m-055,Estado de la malla vial LOCAL regular,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en regular estado sobre el total Kilómetros Carril,.
09-m-056,Estado de la malla vial LOCAL malo,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en mal estado sobre el total Kilómetros Carril,.
09-m-057,Recuperación de la malla vial (km anuales recuperados),Secretaría de Movilidad,Número,Kilómetros,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de Km de vías recuperados que corresponden al subsistema vial misional Malla vial local,.
09-m-058,Pasajeros diarios movilizados por transporte público masivo (Transmilenio),DANE,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,DANE,Registro Administrativo,Mide los pasajeros movilizados por transporte masivo sobre el total de pasajeros movilizados en un año,.
09-m-059,Promedio de pasajeros en hora pico en Transmilenio,Transmilenio SA,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Transmilenio SA,Registro Administrativo,Corresponde unicamente a días hábiles en periodos de demanda sin estacionalidad. El periodo pico del sistema se presenta entre las 06:30 y las 7:30. Los datos a partir del 2012 incluyen las entradas por fase III. ,.
09-m-060,Número total de pasajeros interurbanos transportados integrados a Transmilenio,Secretaría de Movilidad,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Corresponde al total de pasajeros interurbanos que utlizan Transmilenio.,.
09-m-061,Promedio anual de velocidad en transporte público (km/hora). ,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Encuesta,Mide el promedio KM/H en la ciudad,.
09-m-062,Promedio anual de velocidad de transporte individual (taxi) (km/hora). ,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Encuesta,Mide el promedio KM/H en la ciudad,.
09-m-063,Promedio anual de velocidad particular (km/hora). ,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Encuesta,Mide el promedio KM/H en la ciudad,.
09-m-064,Velocidad promedio de recorrido en el SITP,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide la velocidad promedio de recorrido en el SITP,.
09-m-065,Velocidad promedio de recorrido en Transmilenio,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide la velocidad promedio de recorrido en Transmilenio,.
09-m-066,Muertes en el sistema Transmilenio,Secretaría de Movilidad,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,"Expresa el numero de victimas fatales (peaton, ciclista, conductor, pasajero) en el sistema BRT y zonal",.
09-m-067,Heridos en el sistema Transmilenio,Secretaría de Movilidad,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,"Expresa el numero de victimas No fatales (peaton, ciclista, conductor, pasajero) en el sistema BRT y zonal",.
09-m-068,Cobertura de ciclo rutas,IDU,Número,Kilómetros,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,"Mide el número de Km de ciclorrutas, Bicicarriles y otros",.
09-m-070,Cobertura Bici-carril,IDU,Número,Kilómetros,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número de Km de Bici-carriles,.
09-m-071,"Parque automotor de transporte particular (auto, campero, camioneta)",Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de vehículos de transporte particular registrado ,.
09-m-072,Parque automotor de transporte particular (motocicletas),Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de vehículos de transporte particular registrado (motocicleta),.
09-m-073,Parque automotor de transporte público,Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de vehículos de transporte público registrado.,.
09-m-074,Parque automotor transporte público individual (taxis amarillos),Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de vehículos que prestan el servicio de transporte público individual (taxis amarillos),.
09-m-075,"Charratización buses, busetas y microbusetas",Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,"Mide el número de buses, busetas y microbusetas chaarrizados",.
09-m-076,Número de intersecciones semaforizadas,Secretaría de Movilidad,Número,Intersecciones,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de intersecciones semaforizadas en la ciudad,.
11-cr-004,Número de cupos a eventos culturales,"Secretaría de Cultura, Recreación y Deporte",Número,Cupos,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Informe de entidades,"Número de cupos ofrecidos en la realizacion de eventos culturales,  de la información que reportan SDC, Orquesta Filarmónica, Fundación Gilberto Alzate, Instituto Distrital de Patrimonio Cultural, más eventos metropolitanos. ",.
11-cr-005,Eventos culturales,"Secretaría de Cultura, Recreación y Deporte",Número,Eventos,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Informe de entidades,"Número de eventos culturales realizados por las entidades que conforman el sector cultura, recreación y deporte, para el año de referencia. De la información que reportan SDC, Orquesta Filarmónica, Fundación Gilberto Alzate, Instituto Distrital de Patrimonio Cultural, más eventos metropolitanos.",.
11-cr-006,Eventos culturales locales,"Secretaría de Cultura, Recreación y Deporte",Número,Eventos,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Informe de entidades,"Corresponde a los eventos artísticos, culturales o de patrimonio, ofrecidos por las entidades que conforman el sector cultura, recreación y deporte de Bogotá, y cuya cobertura tiene un propósito local.  ",.
11-cr-007,Porcentaje de población mayor de 13 años que practica alguna actividad artística de forma habitual,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,# de personas mayores de 13 años que practican habitualmente una actividad artística/ # de encuestados ,.
11-cr-008,Porcentaje de personas de 13 años y más con tendencia al sedentarismo (incluye los inactivos y poco activos),"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Porcentaje de personas de 13 años y más con tendencia al sedentarismo (incluye los inactivos y poco activos),.
11-cr-009,Habitantes por instalaciones deportivas públicas,"Secretaría de Cultura, Recreación y Deporte",Tasa,Habitantes por escenario,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Mide el número de habitantes por instalaciones deportivas públicas,.
11-cr-010,Promedio de Libros leídos por persona al año,"Secretaría de Cultura, Recreación y Deporte",Número,Libros,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Mide el número de libros leídos por persona al año,.
11-cr-011,Porcentaje de personas mayores de 13 años que asistieron a obras de teatro ,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Mide las personas mayores de 13 años que asistieron a obras de teatro en el último año sobre el total de personas mayores de 12 años,.
11-cr-012,Porcentaje de personas mayores de 13 años que asistieron a presentaciones de musica en vivo ,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Mide las personas mayores de 13 años que asistieron a presentaciones de musica en vivo en el último año sobre el total de personas mayores de 12 años,.
11-cr-013,Numero de niños y niñas por biblioteca,"Secretaría de Cultura, Recreación y Deporte",Número,Personas,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Mide el número de libros disponibles para lectores entre  7 - 14 años de edad,.
11-cr-014,Número de adultos por biblioteca,"Secretaría de Cultura, Recreación y Deporte",Número,Personas,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Mide el número de libros disponibles para lectores  adultos 15 años o más,.
11-cr-015,Bibliotecas,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,"Mide el numero de bibliotecas, archivos cientificos, archivos generales, centros cientificos, hemerotecas, banco de redes de datos, centros de información, archivos artisticos y centros de documentación ",.
11-cr-016,Espacios Culturales ,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,"Mide el numero de centros culturales y artisticos, casa de cultura, salas de exposición, salones comunales, auditorios, galerias, casas de juventud, centros de información, gestión y creación cultural, centros interactivos de cuarta generación, centros polifuncionales y centros civicos ",.
11-cr-017,Museos,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,Mide el numero de museos y museos de ciencia ,.
11-cr-018,Salas de cine y teatro ,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,"Mide el numero de salas de cine, teatros y cinematecas ",.
11-cr-019,Porcentajes de personas que actualmente tiene acceso a Internet en su vivienda ,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas que tiene acceso a internet en su vivienda ,.
11-cr-021,Porcentaje de personas que usa Internet,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas que usa internet en la ciudad. ,.
11-cr-022,Porcentaje de personas que practica algún deporte,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas que practica algún deporte en la ciudad. ,.
11-cr-023,"Porcentaje de personas que pertenece a un Club deportivo, social o de recreación","Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,"Expresa el porcentaje de personas pertenece a un Club deportivo, social o de recreación",.
11-cr-024,"Porcentaje de personas que pertenece a una Organización artística, musical o cultural","Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,"Expresa el porcentaje de personas pertenece a una Organización artística, musical o cultural ",.
11-cr-025,Porcentaje de personas que pertenece a un Grupo o partido político,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece a un Grupo o partido político,.
11-cr-026,Porcentaje de personas que pertenece a una Iglesia u organización religiosa,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece  a una Iglesia u organización religiosa,.
11-cr-027,Porcentaje de personas que pertenece a una Organización ambientalista o ecologíca,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece a una Organización ambientalista o ecologíca,.
11-cr-028,Porcentaje de personas que pertenece a un  movimiento étnico,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece   a un  movimiento étnico,.
11-cr-029,Porcentaje de personas que pertenece a una Junta de Acción comunal,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece a una Junta de Acción comunal,.
11-cr-030,Porcentaje de personas muy satisfechas con los parques o áreas recreativa disponibles en su vecindario,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas  muy satisfechas con los parques o áreas recreativa disponibles en su vecindario,.
11-cr-031,Porcentaje de personas que se ha sentido discriminado en Bogotá por por su sexo,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas que se ha sentido discriminado en Bogotá por por su sexo,.
11-cr-032,Porcentaje de personas muy satisfechas con las actividades culturales en su vecindario,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas muy satisfechas con las actividades culturales en su vecindario,.
11-cr-033,Porcentaje de personas muy satisfechas con las actividades deportivas o recreativas de su vecindario,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas muy satisfechas con las actividades deportivas o recreativas en su vecindario,.
11-cr-034,Equipamientos Culturales Públicos,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,,.
11-cr-035,Número de parques zonales,IDRD,Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte",Instituto de Recreación y Deporte,Registro Administrativo,Mide el número de parques zonales en la localidad. Parques entre 1 Ha y 10 Ha,.
11-cr-036,Número de parques de bolsillo,IDRD,Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte",Instituto de Recreación y Deporte,Registro Administrativo,Mide el número de parques de bolsillo en la localidad. Area inferior a 1.000 metros cuadrados. ,.
11-cr-037,Número de parques vecinales,IDRD,Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte",Instituto de Recreación y Deporte,Registro Administrativo,Mide el número de parques vecinales de la localidad. Cubren las necesidades de los barrios. ,.
11-cr-038,Personas por teatros,"Secretaría de Cultura, Recreación y Deporte",Tasa,Personas por escenario,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,Mide el porcentaje de salas de teatro en cada parte de la ciudad sobre el total,.
11-cr-039,Número de libros disponibles en la red pública de bibliotecas.,"Secretaría de Cultura, Recreación y Deporte",Número,Libros,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,Mide el número de libros disponibles en la red pública de bibliotecas de la ciudad.,.
11-cr-040,Salas de espectáculos y concierto,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta ,Expresa el numero total de salas de show y concierto,.
11-cr-041,Porcentaje de personas que no lee ningún libro al año,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Mide el porcentaje de equipamientos públicos de cultura en cada parte sobre el total,.
13-gp-010,Porcentaje de personas que pagan el predial (en la vigencia),Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar el predial y que pagan el predial sobre el total de obligados a pagar el predial,.
13-gp-011,Porcentaje de personas que pagan el adicional del predial,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar el predial y que pagan el adicional del predial sobre el total de obligados a pagar el predial,.
13-gp-012,Porcentaje de personas que pagan el predial por plazos,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar el predial y que lo pagan por plazos sobre el total de obligados a pagar el predial,.
13-gp-013,Porcentaje de evasión de impuesto,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar impuestos y que pagan impuestos sobre el total de obligados a pagar impuestos,.
13-gp-014,Número de contribuyentes pertenecientes al régimen común y declarantes del Impuesto de Industria y Comercio ,Secretaría de Hacienda.,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,13. Responsabilidad Ciudadana,Secretaría de Hacienda.,Registro Administrativo,Mide el número personas obligadas a pagar el ICA ,.
12-pc-018,Porcentaje de sufragantes elecciones Alcaldía Mayor,Registraduría Distrital de Bogotá,Porcentaje,Porción,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Mide el número de votantes efectivos sobre el potencial electoral para las elecciones a Alcaldía Mayor,.
12-pc-019,Porcentaje de sufragantes elecciones Concejo,Registraduría Distrital de Bogotá,Porcentaje,Porción,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Mide el número de votantes efectivos sobre el potencial electoral para las elecciones a Concejo,.
