Variable,ID,Indicador,Fuente,Tipo_Unidad_Medida,Unidad_medida,Capítulo..Red.Cómo.Vamos.,Anillo,Capitulo..Bogotá.,Entidad.responsable,Metodo.de.recolección,Descripción.del.indicador,Observaciones,ctype
04-e-007,v4_e_007,"Tasa de deserción educación preescolar, básica primaria, básica secundaria y media vocacional pública",Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Encuesta C-600,Número de niños que  abandonan el colegio / matricula año inmediatamente anterior,.,Nu
04-e-029,v4_e_029,"Tasa de deserción educación preescolar, básica primaria, básica secundaria y media vocacional privada",Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,"Mide los estudiantes vinculados al sistema educativo privado, en un año determinado, que abandonan el sistema educativo en el transcurso del año o al término del mismo sobre la población vinculada formalmente al sistema educativo",.,Nu
04-e-030,v4_e_030,Tasa de deserción educación preescolar pública,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,"Mide los estudiantes vinculados al sistema educativo (público y privado), en un año determinado, que abandonan el sistema educativo en el transcurso del año o al término del mismo en el grado preescolar.",.,Nu
04-e-031,v4_e_031,Tasa  de Deserción para el Sector Privado Preescolar,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación. Oficina Asesora de Planeación - Grupo Gestión de la Información. Registro de Información  Estadística SED año 2014. Nota: El cálculo Incluye sólo la jornada diurna de los establecimientos de educación formal regular.,Registro Administrativo,"Mide los estudiantes vinculados al sistema educativo privado, en un año determinado, que abandonan el sistema educativo en el transcurso del año o al término del mismo en el grado preescolar.",.,Nu
04-e-032,v4_e_032,Tasa de deserción educación primaria pública,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,"Mide los estudiantes vinculados al sistema educativo (público y privado), en un año determinado, que abandonan el sistema educativo en el transcurso del año o al término del mismo en el grado primaria.",.,Nu
04-e-033,v4_e_033,Tasa  de Deserción para el Sector Privado Primaria,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación. Oficina Asesora de Planeación - Grupo Gestión de la Información. Registro de Información  Estadística SED año 2014. Nota: El cálculo Incluye sólo la jornada diurna de los establecimientos de educación formal regular.,Registro Administrativo,"Mide los estudiantes vinculados al sistema educativo privado, en un año determinado, que abandonan el sistema educativo en el transcurso del año o al término del mismo en primaria",.,Nu
04-e-034,v4_e_034,Tasa de deserción educación secundaria pública,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,"Mide los estudiantes vinculados al sistema educativo (público y privado), en un año determinado, que abandonan el sistema educativo en el transcurso del año o al término del mismo en el grado secundaria.",.,Nu
04-e-035,v4_e_035,Tasa  de Deserción para el Sector Privado Secundaria,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación. Oficina Asesora de Planeación - Grupo Gestión de la Información. Registro de Información  Estadística SED año 2014. Nota: El cálculo Incluye sólo la jornada diurna de los establecimientos de educación formal regular.,Registro Administrativo,"Mide los estudiantes vinculados al sistema educativo privado, en un año determinado, que abandonan el sistema educativo en el transcurso del año o al término del mismo en el grado secundaria.",.,Nu
04-e-036,v4_e_036,Tasa de deserción educación media pública,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,"Mide los estudiantes vinculados al sistema educativo (público y privado), en un año determinado, que abandonan el sistema educativo en el transcurso del año o al término del mismo en el grado media vocacional.",.,Nu
04-e-037,v4_e_037,Tasa  de Deserción para el Sector Privado Media,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación. Oficina Asesora de Planeación - Grupo Gestión de la Información. Registro de Información  Estadística SED año 2014. Nota: El cálculo Incluye sólo la jornada diurna de los establecimientos de educación formal regular.,Registro Administrativo,"Mide los estudiantes vinculados al sistema educativo privado, en un año determinado, que abandonan el sistema educativo en el transcurso del año o al término del mismo en el nivel de educación media.",.,Nu
04-e-038,v4_e_038,"Tasa de repitencia en básica primaria, básica secundaria y media vocacional pública",Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,Mide los estudiantes repitentes en un nivel educativo sobre los estudiantes matriculados en este nivel del  sector oficial,.,Nu
04-e-039,v4_e_039,"Tasa de repitencia en básica primaria, básica secundaria y media vocacional privada",Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,Se define como la proporción de estudiantes que están cursando el grado académico por segunda o más veces.,.,Nu
04-e-041,v4_e_041,Tasa de repitencia preescolar pública,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,Se define como la proporción de estudiantes que están cursando el grado académico por segunda o más veces.,.,Nu
04-e-042,v4_e_042,Tasa de repitencia en preescolar para sector privado,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,"Secretaría de Educación. Oficina Asesora de Planeación - Grupo Gestión de la Información. Nota: El cálculo Incluye sólo la jornada diurna de los establecimientos de educación formal regular.
",Registro Administrativo,Es la relación existente entre el número de estudiantes que no fueron promocionados al grado siguiente y la población matriculada en ese grado específico.,.,Nu
04-e-043,v4_e_043,Tasa de repitencia primaria pública,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,Se define como la proporción de estudiantes que están cursando el grado académico por segunda o más veces.,.,Nu
04-e-044,v4_e_044,Tasa de repitencia en primaria para sector privado,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,"Secretaría de Educación. Oficina Asesora de Planeación - Grupo Gestión de la Información. Nota: El cálculo Incluye sólo la jornada diurna de los establecimientos de educación formal regular.
",Registro Administrativo,Es la relación existente entre el número de estudiantes que no fueron promocionados al grado siguiente y la población matriculada en ese grado específico..,.,Nu
04-e-046,v4_e_046,Tasa de repitencia secundaria pública,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,Se define como la proporción de estudiantes que están cursando el grado académico por segunda o más veces.,.,Nu
04-e-047,v4_e_047,Tasa de repitencia en secundaria para sector privado,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Es la relación existente entre el número de estudiantes que no fueron promocionados al grado siguiente y la población matriculada en ese grado específico..,NA,.,Nu
04-e-049,v4_e_049,Tasa de repitencia media pública,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,"Secretaría de Educación. Oficina Asesora de Planeación - Grupo Gestión de la Información. Nota: El cálculo Incluye sólo la jornada diurna de los establecimientos de educación formal regular.
",Registro Administrativo,Es la relación existente entre el número de estudiantesque no fueron promocionados al grado siguiente y la población matriculada en ese grado específico..,.,Nu
04-e-051,v4_e_051,Tasa de repitencia en media para sector privado,Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,"Secretaría de Educación. Oficina Asesora de Planeación - Grupo Gestión de la Información. Nota: El cálculo Incluye sólo la jornada diurna de los establecimientos de educación formal regular.
",Registro Administrativo,Es la relación existente entre el número de estudiantesque no fueron promocionados al grado siguiente y la población matriculada en ese grado específico..,.,Nu
04-e-052,v4_e_052,Años promedio de educación población de 15 a 24 años,DANE,Número,Años,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Encuesta,Años promedios de educación cursados por la personas entre 15 y 24  años,.,Nu
04-e-053,v4_e_053,Tasa de analfabetismo de 15 a 24 años,DANE,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Encuesta,Mide la población de 15 a 24 años que no sabe leer ni escribir sobre la población total de 15 a 24 años,.,Nu
04-e-054,v4_e_054,Relación Alumno docente preescolar pública,Secretaría de Educación,Número,Estudiantes,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,Mide el número de alumnos que hay en el colegio por cada docente de aula en el nivel de preescolar,.,Nu
04-e-055,v4_e_055,Relación Alumno docente primaria pública,Secretaría de Educación,Número,Estudiantes,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,Mide el número de alumnos que hay en el colegio por cada docente de aula en el nivel de primaria,.,Nu
04-e-056,v4_e_056,Relación Alumno docente básica secundaria y media pública,Secretaría de Educación,Número,Estudiantes,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,Mide el número de alumnos que hay en el colegio por cada docente de aula en los nivles de básica secundaria y media,.,Nu
04-e-057,v4_e_057,Relación Alumno docente total pública,Secretaría de Educación,Número,Estudiantes,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,Mide el número de alumnos que hay en el colegio por cada docente de aula.,.,Nu
04-e-059,v4_e_059,Número de estudiantes matriculados en carreras técnicas,Secretaría de Educación,Número,Estudiantes,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Encuesta,Mide el número de estudiantes matriculados en carreras técnicas,.,Nu
04-e-060,v4_e_060,"Porcentaje de los colegios oficiales clasificados en las categorías ""A+ ""y ""A"" por rendimiento en las pruebas de Estado SABER 11",Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,Porcentaje de Colegios oficiales que tuvieron un promedio de A+ y A frente al total de instituciones oficiales,.,Nu
04-e-061,v4_e_061,"Porcentaje de los colegios oficiales clasificados en ""B "" por rendimiento en las pruebas de Estado SABER 11",Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,"Porcentaje de Colegios oficiales que tuvieron un promedio de ""B"" frente al total de instituciones oficiales",.,Nu
04-e-062,v4_e_062,"Porcentaje de los colegios oficiales clasificados en ""C "" y ""D"" por rendimiento en las pruebas de Estado SABER 11",Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,"Porcentaje de Colegios oficiales que tuvieron un promedio de ""C"" y ""D"" frente al total de instituciones oficiales",.,Nu
04-e-063,v4_e_063,"Porcentaje de los colegios NO oficiales clasificados en las categorías ""A+"" y ""A"" por rendimiento en las pruebas de Estado SABER 11",Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,"Porcentaje de Colegios NO oficiales que tuvieron un promedio de ""A+"" y ""A"" frente al total de instituciones oficiales",.,Nu
04-e-064,v4_e_064,"Porcentaje de los colegios NO oficiales clasificados en categoría ""B"" por rendimiento en las pruebas de Estado SABER 11",Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,"Porcentaje de Colegios NO oficiales que tuvieron un promedio de ""B"" frente al total de instituciones oficiales",.,Nu
04-e-065,v4_e_065,"Porcentaje de los colegios NO oficiales clasificados en ""C "" y ""D"" por rendimiento en las pruebas de Estado SABER 11",Secretaría de Educación,Porcentaje,Porción,4. Educación,Activos de las personas,4. Educación,Secretaría de Educación,Registro Administrativo,"Porcentaje de Colegios NO oficiales que tuvieron un promedio de ""C"" y ""D"" frente al total de instituciones oficiales",.,Nu
